desc_id,vector_id,sample_k,sent_id,pair_id,frame,entity,lang,mention_script,cell_type,site,mse,cos,desc_lang,desc_len
POL-INT-10|en|baseline|latin#011#siteA#k2,POL-INT-10|en|baseline|latin#011#siteA,2,POL-INT-10|en|baseline|latin#011,POL-INT-10,POL-INT,Taiwan,en,latin,baseline,A,0.012838,0.993581,en,652
POL-INT-10|en|baseline|latin#011#siteA#k3,POL-INT-10|en|baseline|latin#011#siteA,3,POL-INT-10|en|baseline|latin#011,POL-INT-10,POL-INT,Taiwan,en,latin,baseline,A,0.012311,0.993845,en,703
POL-INT-10|en|baseline|latin#011#siteA#k4,POL-INT-10|en|baseline|latin#011#siteA,4,POL-INT-10|en|baseline|latin#011,POL-INT-10,POL-INT,Taiwan,en,latin,baseline,A,0.012739,0.993631,en,700
POL-INT-10|en|baseline|latin#011#siteB#k0,POL-INT-10|en|baseline|latin#011#siteB,0,POL-INT-10|en|baseline|latin#011,POL-INT-10,POL-INT,Taiwan,en,latin,baseline,B,0.008483,0.995759,en,721
POL-INT-10|en|baseline|latin#011#siteB#k1,POL-INT-10|en|baseline|latin#011#siteB,1,POL-INT-10|en|baseline|latin#011,POL-INT-10,POL-INT,Taiwan,en,latin,baseline,B,0.010536,0.994732,en,734
POL-INT-10|en|baseline|latin#011#siteB#k2,POL-INT-10|en|baseline|latin#011#siteB,2,POL-INT-10|en|baseline|latin#011,POL-INT-10,POL-INT,Taiwan,en,latin,baseline,B,0.009725,0.995137,en,761
POL-INT-10|en|baseline|latin#011#siteB#k3,POL-INT-10|en|baseline|latin#011#siteB,3,POL-INT-10|en|baseline|latin#011,POL-INT-10,POL-INT,Taiwan,en,latin,baseline,B,0.009077,0.995462,en,728
POL-INT-10|en|baseline|latin#011#siteB#k4,POL-INT-10|en|baseline|latin#011#siteB,4,POL-INT-10|en|baseline|latin#011,POL-INT-10,POL-INT,Taiwan,en,latin,baseline,B,0.010018,0.994991,en,757
LIFE-01|en|baseline|latin#012#siteA#k0,LIFE-01|en|baseline|latin#012#siteA,0,LIFE-01|en|baseline|latin#012,LIFE-01,LIFE,Taiwan,en,latin,baseline,A,0.014602,0.992699,en,683
LIFE-01|en|baseline|latin#012#siteA#k1,LIFE-01|en|baseline|latin#012#siteA,1,LIFE-01|en|baseline|latin#012,LIFE-01,LIFE,Taiwan,en,latin,baseline,A,0.010145,0.994928,en,698
LIFE-01|en|baseline|latin#012#siteA#k2,LIFE-01|en|baseline|latin#012#siteA,2,LIFE-01|en|baseline|latin#012,LIFE-01,LIFE,Taiwan,en,latin,baseline,A,0.01065,0.994675,en,694
LIFE-01|en|baseline|latin#012#siteA#k3,LIFE-01|en|baseline|latin#012#siteA,3,LIFE-01|en|baseline|latin#012,LIFE-01,LIFE,Taiwan,en,latin,baseline,A,0.010994,0.994503,en,642
LIFE-01|en|baseline|latin#012#siteA#k4,LIFE-01|en|baseline|latin#012#siteA,4,LIFE-01|en|baseline|latin#012,LIFE-01,LIFE,Taiwan,en,latin,baseline,A,0.009984,0.995008,en,703
LIFE-01|en|baseline|latin#012#siteB#k0,LIFE-01|en|baseline|latin#012#siteB,0,LIFE-01|en|baseline|latin#012,LIFE-01,LIFE,Taiwan,en,latin,baseline,B,0.007894,0.996053,en,724
LIFE-01|en|baseline|latin#012#siteB#k1,LIFE-01|en|baseline|latin#012#siteB,1,LIFE-01|en|baseline|latin#012,LIFE-01,LIFE,Taiwan,en,latin,baseline,B,0.008995,0.995503,en,698
LIFE-01|en|baseline|latin#012#siteB#k2,LIFE-01|en|baseline|latin#012#siteB,2,LIFE-01|en|baseline|latin#012,LIFE-01,LIFE,Taiwan,en,latin,baseline,B,0.007937,0.996032,en,736
LIFE-01|en|baseline|latin#012#siteB#k3,LIFE-01|en|baseline|latin#012#siteB,3,LIFE-01|en|baseline|latin#012,LIFE-01,LIFE,Taiwan,en,latin,baseline,B,0.008052,0.995974,en,751
LIFE-01|en|baseline|latin#012#siteB#k4,LIFE-01|en|baseline|latin#012#siteB,4,LIFE-01|en|baseline|latin#012,LIFE-01,LIFE,Taiwan,en,latin,baseline,B,0.009704,0.995148,en,702
ECON-C06-IS|en|baseline|latin#013#siteA#k0,ECON-C06-IS|en|baseline|latin#013#siteA,0,ECON-C06-IS|en|baseline|latin#013,ECON-C06-IS,ECON,Iceland,en,latin,baseline,A,0.00981,0.995095,en,719
ECON-C06-IS|en|baseline|latin#013#siteA#k1,ECON-C06-IS|en|baseline|latin#013#siteA,1,ECON-C06-IS|en|baseline|latin#013,ECON-C06-IS,ECON,Iceland,en,latin,baseline,A,0.009653,0.995174,en,692
ECON-C06-IS|en|baseline|latin#013#siteA#k2,ECON-C06-IS|en|baseline|latin#013#siteA,2,ECON-C06-IS|en|baseline|latin#013,ECON-C06-IS,ECON,Iceland,en,latin,baseline,A,0.009323,0.995339,en,687
ECON-C06-IS|en|baseline|latin#013#siteA#k3,ECON-C06-IS|en|baseline|latin#013#siteA,3,ECON-C06-IS|en|baseline|latin#013,ECON-C06-IS,ECON,Iceland,en,latin,baseline,A,0.009739,0.995131,en,686
ECON-C06-IS|en|baseline|latin#013#siteA#k4,ECON-C06-IS|en|baseline|latin#013#siteA,4,ECON-C06-IS|en|baseline|latin#013,ECON-C06-IS,ECON,Iceland,en,latin,baseline,A,0.008778,0.995611,en,697
ECON-C06-IS|en|baseline|latin#013#siteB#k0,ECON-C06-IS|en|baseline|latin#013#siteB,0,ECON-C06-IS|en|baseline|latin#013,ECON-C06-IS,ECON,Iceland,en,latin,baseline,B,0.008035,0.995983,en,756
ECON-C06-IS|en|baseline|latin#013#siteB#k1,ECON-C06-IS|en|baseline|latin#013#siteB,1,ECON-C06-IS|en|baseline|latin#013,ECON-C06-IS,ECON,Iceland,en,latin,baseline,B,0.007405,0.996298,en,707
ECON-C06-IS|en|baseline|latin#013#siteB#k2,ECON-C06-IS|en|baseline|latin#013#siteB,2,ECON-C06-IS|en|baseline|latin#013,ECON-C06-IS,ECON,Iceland,en,latin,baseline,B,0.007982,0.996009,en,715
ECON-C06-IS|en|baseline|latin#013#siteB#k3,ECON-C06-IS|en|baseline|latin#013#siteB,3,ECON-C06-IS|en|baseline|latin#013,ECON-C06-IS,ECON,Iceland,en,latin,baseline,B,0.007798,0.996101,en,741
ECON-C06-IS|en|baseline|latin#013#siteB#k4,ECON-C06-IS|en|baseline|latin#013#siteB,4,ECON-C06-IS|en|baseline|latin#013,ECON-C06-IS,ECON,Iceland,en,latin,baseline,B,0.00769,0.996155,en,745
ECON-06|zh|codeswitch|latin#014#siteA#k0,ECON-06|zh|codeswitch|latin#014#siteA,0,ECON-06|zh|codeswitch|latin#014,ECON-06,ECON,Taiwan,zh,latin,codeswitch,A,0.011458,0.994271,en,708
ECON-06|zh|codeswitch|latin#014#siteA#k1,ECON-06|zh|codeswitch|latin#014#siteA,1,ECON-06|zh|codeswitch|latin#014,ECON-06,ECON,Taiwan,zh,latin,codeswitch,A,0.010669,0.994665,en,736
ECON-06|zh|codeswitch|latin#014#siteA#k2,ECON-06|zh|codeswitch|latin#014#siteA,2,ECON-06|zh|codeswitch|latin#014,ECON-06,ECON,Taiwan,zh,latin,codeswitch,A,0.010783,0.994608,en,699
ECON-06|zh|codeswitch|latin#014#siteA#k3,ECON-06|zh|codeswitch|latin#014#siteA,3,ECON-06|zh|codeswitch|latin#014,ECON-06,ECON,Taiwan,zh,latin,codeswitch,A,0.011079,0.994461,en,675
ECON-06|zh|codeswitch|latin#014#siteA#k4,ECON-06|zh|codeswitch|latin#014#siteA,4,ECON-06|zh|codeswitch|latin#014,ECON-06,ECON,Taiwan,zh,latin,codeswitch,A,0.01114,0.99443,en,716
ECON-06|zh|codeswitch|latin#014#siteB#k0,ECON-06|zh|codeswitch|latin#014#siteB,0,ECON-06|zh|codeswitch|latin#014,ECON-06,ECON,Taiwan,zh,latin,codeswitch,B,0.008726,0.995637,en,577
ECON-06|zh|codeswitch|latin#014#siteB#k1,ECON-06|zh|codeswitch|latin#014#siteB,1,ECON-06|zh|codeswitch|latin#014,ECON-06,ECON,Taiwan,zh,latin,codeswitch,B,0.008841,0.995579,en,564
ECON-06|zh|codeswitch|latin#014#siteB#k2,ECON-06|zh|codeswitch|latin#014#siteB,2,ECON-06|zh|codeswitch|latin#014,ECON-06,ECON,Taiwan,zh,latin,codeswitch,B,0.010149,0.994925,en,591
ECON-06|zh|codeswitch|latin#014#siteB#k3,ECON-06|zh|codeswitch|latin#014#siteB,3,ECON-06|zh|codeswitch|latin#014,ECON-06,ECON,Taiwan,zh,latin,codeswitch,B,0.00886,0.99557,en,561
ECON-06|zh|codeswitch|latin#014#siteB#k4,ECON-06|zh|codeswitch|latin#014#siteB,4,ECON-06|zh|codeswitch|latin#014,ECON-06,ECON,Taiwan,zh,latin,codeswitch,B,0.009058,0.995471,en,592
POL-DOM-12|en|baseline|latin#015#siteA#k0,POL-DOM-12|en|baseline|latin#015#siteA,0,POL-DOM-12|en|baseline|latin#015,POL-DOM-12,POL-DOM,Taiwan,en,latin,baseline,A,0.010852,0.994574,en,714
POL-DOM-12|en|baseline|latin#015#siteA#k1,POL-DOM-12|en|baseline|latin#015#siteA,1,POL-DOM-12|en|baseline|latin#015,POL-DOM-12,POL-DOM,Taiwan,en,latin,baseline,A,0.009759,0.995121,en,658
POL-DOM-12|en|baseline|latin#015#siteA#k2,POL-DOM-12|en|baseline|latin#015#siteA,2,POL-DOM-12|en|baseline|latin#015,POL-DOM-12,POL-DOM,Taiwan,en,latin,baseline,A,0.010085,0.994958,en,698
POL-DOM-12|en|baseline|latin#015#siteA#k3,POL-DOM-12|en|baseline|latin#015#siteA,3,POL-DOM-12|en|baseline|latin#015,POL-DOM-12,POL-DOM,Taiwan,en,latin,baseline,A,0.009316,0.995342,en,723
POL-DOM-12|en|baseline|latin#015#siteA#k4,POL-DOM-12|en|baseline|latin#015#siteA,4,POL-DOM-12|en|baseline|latin#015,POL-DOM-12,POL-DOM,Taiwan,en,latin,baseline,A,0.009582,0.995209,en,662
POL-DOM-12|en|baseline|latin#015#siteB#k0,POL-DOM-12|en|baseline|latin#015#siteB,0,POL-DOM-12|en|baseline|latin#015,POL-DOM-12,POL-DOM,Taiwan,en,latin,baseline,B,0.005503,0.997249,en,740
POL-DOM-12|en|baseline|latin#015#siteB#k1,POL-DOM-12|en|baseline|latin#015#siteB,1,POL-DOM-12|en|baseline|latin#015,POL-DOM-12,POL-DOM,Taiwan,en,latin,baseline,B,0.006124,0.996938,en,713
POL-DOM-12|en|baseline|latin#015#siteB#k2,POL-DOM-12|en|baseline|latin#015#siteB,2,POL-DOM-12|en|baseline|latin#015,POL-DOM-12,POL-DOM,Taiwan,en,latin,baseline,B,0.005996,0.997002,en,783
POL-DOM-12|en|baseline|latin#015#siteB#k3,POL-DOM-12|en|baseline|latin#015#siteB,3,POL-DOM-12|en|baseline|latin#015,POL-DOM-12,POL-DOM,Taiwan,en,latin,baseline,B,0.00652,0.99674,en,763
POL-DOM-12|en|baseline|latin#015#siteB#k4,POL-DOM-12|en|baseline|latin#015#siteB,4,POL-DOM-12|en|baseline|latin#015,POL-DOM-12,POL-DOM,Taiwan,en,latin,baseline,B,0.006153,0.996924,en,731
LIFE-C03-JP|zh|baseline|hanzi#016#siteA#k0,LIFE-C03-JP|zh|baseline|hanzi#016#siteA,0,LIFE-C03-JP|zh|baseline|hanzi#016,LIFE-C03-JP,LIFE,Japan,zh,hanzi,baseline,A,0.008939,0.995531,en,603
LIFE-C03-JP|zh|baseline|hanzi#016#siteA#k1,LIFE-C03-JP|zh|baseline|hanzi#016#siteA,1,LIFE-C03-JP|zh|baseline|hanzi#016,LIFE-C03-JP,LIFE,Japan,zh,hanzi,baseline,A,0.009721,0.99514,en,596
LIFE-C03-JP|zh|baseline|hanzi#016#siteA#k2,LIFE-C03-JP|zh|baseline|hanzi#016#siteA,2,LIFE-C03-JP|zh|baseline|hanzi#016,LIFE-C03-JP,LIFE,Japan,zh,hanzi,baseline,A,0.010169,0.994915,en,608
LIFE-C03-JP|zh|baseline|hanzi#016#siteA#k3,LIFE-C03-JP|zh|baseline|hanzi#016#siteA,3,LIFE-C03-JP|zh|baseline|hanzi#016,LIFE-C03-JP,LIFE,Japan,zh,hanzi,baseline,A,0.009502,0.995249,en,572
LIFE-C03-JP|zh|baseline|hanzi#016#siteA#k4,LIFE-C03-JP|zh|baseline|hanzi#016#siteA,4,LIFE-C03-JP|zh|baseline|hanzi#016,LIFE-C03-JP,LIFE,Japan,zh,hanzi,baseline,A,0.01004,0.99498,mixed,558
LIFE-C03-JP|zh|baseline|hanzi#016#siteB#k0,LIFE-C03-JP|zh|baseline|hanzi#016#siteB,0,LIFE-C03-JP|zh|baseline|hanzi#016,LIFE-C03-JP,LIFE,Japan,zh,hanzi,baseline,B,0.010146,0.994927,mixed,521
LIFE-C03-JP|zh|baseline|hanzi#016#siteB#k1,LIFE-C03-JP|zh|baseline|hanzi#016#siteB,1,LIFE-C03-JP|zh|baseline|hanzi#016,LIFE-C03-JP,LIFE,Japan,zh,hanzi,baseline,B,0.012507,0.993747,mixed,527
LIFE-C03-JP|zh|baseline|hanzi#016#siteB#k2,LIFE-C03-JP|zh|baseline|hanzi#016#siteB,2,LIFE-C03-JP|zh|baseline|hanzi#016,LIFE-C03-JP,LIFE,Japan,zh,hanzi,baseline,B,0.010062,0.994969,mixed,516
LIFE-C03-JP|zh|baseline|hanzi#016#siteB#k3,LIFE-C03-JP|zh|baseline|hanzi#016#siteB,3,LIFE-C03-JP|zh|baseline|hanzi#016,LIFE-C03-JP,LIFE,Japan,zh,hanzi,baseline,B,0.01109,0.994455,mixed,548
LIFE-C03-JP|zh|baseline|hanzi#016#siteB#k4,LIFE-C03-JP|zh|baseline|hanzi#016#siteB,4,LIFE-C03-JP|zh|baseline|hanzi#016,LIFE-C03-JP,LIFE,Japan,zh,hanzi,baseline,B,0.010915,0.994542,mixed,492
POL-DOM-10|zh|baseline|hanzi#017#siteA#k0,POL-DOM-10|zh|baseline|hanzi#017#siteA,0,POL-DOM-10|zh|baseline|hanzi#017,POL-DOM-10,POL-DOM,Taiwan,zh,hanzi,baseline,A,0.013544,0.993228,en,620
POL-DOM-10|zh|baseline|hanzi#017#siteA#k1,POL-DOM-10|zh|baseline|hanzi#017#siteA,1,POL-DOM-10|zh|baseline|hanzi#017,POL-DOM-10,POL-DOM,Taiwan,zh,hanzi,baseline,A,0.013669,0.993165,en,526
POL-DOM-10|zh|baseline|hanzi#017#siteA#k2,POL-DOM-10|zh|baseline|hanzi#017#siteA,2,POL-DOM-10|zh|baseline|hanzi#017,POL-DOM-10,POL-DOM,Taiwan,zh,hanzi,baseline,A,0.014223,0.992889,en,555
POL-DOM-10|zh|baseline|hanzi#017#siteA#k3,POL-DOM-10|zh|baseline|hanzi#017#siteA,3,POL-DOM-10|zh|baseline|hanzi#017,POL-DOM-10,POL-DOM,Taiwan,zh,hanzi,baseline,A,0.013346,0.993327,en,577
POL-DOM-10|zh|baseline|hanzi#017#siteA#k4,POL-DOM-10|zh|baseline|hanzi#017#siteA,4,POL-DOM-10|zh|baseline|hanzi#017,POL-DOM-10,POL-DOM,Taiwan,zh,hanzi,baseline,A,0.011757,0.994122,en,577
POL-DOM-10|zh|baseline|hanzi#017#siteB#k0,POL-DOM-10|zh|baseline|hanzi#017#siteB,0,POL-DOM-10|zh|baseline|hanzi#017,POL-DOM-10,POL-DOM,Taiwan,zh,hanzi,baseline,B,0.009997,0.995002,mixed,534
POL-DOM-10|zh|baseline|hanzi#017#siteB#k1,POL-DOM-10|zh|baseline|hanzi#017#siteB,1,POL-DOM-10|zh|baseline|hanzi#017,POL-DOM-10,POL-DOM,Taiwan,zh,hanzi,baseline,B,0.008611,0.995695,mixed,530
POL-DOM-10|zh|baseline|hanzi#017#siteB#k2,POL-DOM-10|zh|baseline|hanzi#017#siteB,2,POL-DOM-10|zh|baseline|hanzi#017,POL-DOM-10,POL-DOM,Taiwan,zh,hanzi,baseline,B,0.008303,0.995849,mixed,538
POL-DOM-10|zh|baseline|hanzi#017#siteB#k3,POL-DOM-10|zh|baseline|hanzi#017#siteB,3,POL-DOM-10|zh|baseline|hanzi#017,POL-DOM-10,POL-DOM,Taiwan,zh,hanzi,baseline,B,0.008289,0.995856,en,581
POL-DOM-10|zh|baseline|hanzi#017#siteB#k4,POL-DOM-10|zh|baseline|hanzi#017#siteB,4,POL-DOM-10|zh|baseline|hanzi#017,POL-DOM-10,POL-DOM,Taiwan,zh,hanzi,baseline,B,0.007726,0.996137,mixed,465
GEO-07|en|baseline|latin#018#siteA#k0,GEO-07|en|baseline|latin#018#siteA,0,GEO-07|en|baseline|latin#018,GEO-07,GEO,Taiwan,en,latin,baseline,A,0.010271,0.994864,en,689
GEO-07|en|baseline|latin#018#siteA#k1,GEO-07|en|baseline|latin#018#siteA,1,GEO-07|en|baseline|latin#018,GEO-07,GEO,Taiwan,en,latin,baseline,A,0.010459,0.99477,en,691
GEO-07|en|baseline|latin#018#siteA#k2,GEO-07|en|baseline|latin#018#siteA,2,GEO-07|en|baseline|latin#018,GEO-07,GEO,Taiwan,en,latin,baseline,A,0.010651,0.994675,en,662
GEO-07|en|baseline|latin#018#siteA#k3,GEO-07|en|baseline|latin#018#siteA,3,GEO-07|en|baseline|latin#018,GEO-07,GEO,Taiwan,en,latin,baseline,A,0.010249,0.994876,en,730
GEO-07|en|baseline|latin#018#siteA#k4,GEO-07|en|baseline|latin#018#siteA,4,GEO-07|en|baseline|latin#018,GEO-07,GEO,Taiwan,en,latin,baseline,A,0.010659,0.99467,en,688
GEO-07|en|baseline|latin#018#siteB#k0,GEO-07|en|baseline|latin#018#siteB,0,GEO-07|en|baseline|latin#018,GEO-07,GEO,Taiwan,en,latin,baseline,B,0.007445,0.996278,en,750
GEO-07|en|baseline|latin#018#siteB#k1,GEO-07|en|baseline|latin#018#siteB,1,GEO-07|en|baseline|latin#018,GEO-07,GEO,Taiwan,en,latin,baseline,B,0.007395,0.996302,en,734
GEO-07|en|baseline|latin#018#siteB#k2,GEO-07|en|baseline|latin#018#siteB,2,GEO-07|en|baseline|latin#018,GEO-07,GEO,Taiwan,en,latin,baseline,B,0.00753,0.996235,en,755
GEO-07|en|baseline|latin#018#siteB#k3,GEO-07|en|baseline|latin#018#siteB,3,GEO-07|en|baseline|latin#018,GEO-07,GEO,Taiwan,en,latin,baseline,B,0.008307,0.995846,en,738
GEO-07|en|baseline|latin#018#siteB#k4,GEO-07|en|baseline|latin#018#siteB,4,GEO-07|en|baseline|latin#018,GEO-07,GEO,Taiwan,en,latin,baseline,B,0.00833,0.995835,en,713
TRAV-C05-JP|en|baseline|latin#019#siteA#k0,TRAV-C05-JP|en|baseline|latin#019#siteA,0,TRAV-C05-JP|en|baseline|latin#019,TRAV-C05-JP,TRAV,Japan,en,latin,baseline,A,0.008375,0.995813,en,716
TRAV-C05-JP|en|baseline|latin#019#siteA#k1,TRAV-C05-JP|en|baseline|latin#019#siteA,1,TRAV-C05-JP|en|baseline|latin#019,TRAV-C05-JP,TRAV,Japan,en,latin,baseline,A,0.008365,0.995818,en,665
TRAV-C05-JP|en|baseline|latin#019#siteA#k2,TRAV-C05-JP|en|baseline|latin#019#siteA,2,TRAV-C05-JP|en|baseline|latin#019,TRAV-C05-JP,TRAV,Japan,en,latin,baseline,A,0.008261,0.99587,en,729
TRAV-C05-JP|en|baseline|latin#019#siteA#k3,TRAV-C05-JP|en|baseline|latin#019#siteA,3,TRAV-C05-JP|en|baseline|latin#019,TRAV-C05-JP,TRAV,Japan,en,latin,baseline,A,0.009237,0.995381,en,691
TRAV-C05-JP|en|baseline|latin#019#siteA#k4,TRAV-C05-JP|en|baseline|latin#019#siteA,4,TRAV-C05-JP|en|baseline|latin#019,TRAV-C05-JP,TRAV,Japan,en,latin,baseline,A,0.008565,0.995717,en,693
TRAV-C05-JP|en|baseline|latin#019#siteB#k0,TRAV-C05-JP|en|baseline|latin#019#siteB,0,TRAV-C05-JP|en|baseline|latin#019,TRAV-C05-JP,TRAV,Japan,en,latin,baseline,B,0.005223,0.997388,en,711
TRAV-C05-JP|en|baseline|latin#019#siteB#k1,TRAV-C05-JP|en|baseline|latin#019#siteB,1,TRAV-C05-JP|en|baseline|latin#019,TRAV-C05-JP,TRAV,Japan,en,latin,baseline,B,0.005447,0.997277,en,703
TRAV-C05-JP|en|baseline|latin#019#siteB#k2,TRAV-C05-JP|en|baseline|latin#019#siteB,2,TRAV-C05-JP|en|baseline|latin#019,TRAV-C05-JP,TRAV,Japan,en,latin,baseline,B,0.005259,0.997371,en,774
TRAV-C05-JP|en|baseline|latin#019#siteB#k3,TRAV-C05-JP|en|baseline|latin#019#siteB,3,TRAV-C05-JP|en|baseline|latin#019,TRAV-C05-JP,TRAV,Japan,en,latin,baseline,B,0.005239,0.99738,en,721
TRAV-C05-JP|en|baseline|latin#019#siteB#k4,TRAV-C05-JP|en|baseline|latin#019#siteB,4,TRAV-C05-JP|en|baseline|latin#019,TRAV-C05-JP,TRAV,Japan,en,latin,baseline,B,0.005674,0.997163,en,738
